,Academic Reputation,Citations Per Paper,Employer Reputation,H-Index Citations,Name,Overall Score,Rank,URL
272,59.2,59.8,61.8,47.3,Stockholm University,,251-300,https://www.topuniversities.com/universities/stockholm-university
273,34.2,87.8,70.7,74.6,Sun Yat-sen University,,251-300,https://www.topuniversities.com/universities/sun-yat-sen-university
274,56.5,46.1,78.3,35.4,National Research Tomsk Polytechnic University,,251-300,https://www.topuniversities.com/universities/national-research-tomsk-polytechnic-university
275,47.4,71.2,63.7,59.9,Universidad Carlos III de Madrid (UC3M),,251-300,https://www.topuniversities.com/universities/universidad-carlos-iii-de-madrid-uc3m
276,57.6,57.2,63.2,45.3,Universidad de Chile,,251-300,https://www.topuniversities.com/universities/universidad-de-chile
277,51,77.5,56.6,65.7,Universidad de Sevilla,,251-300,https://www.topuniversities.com/universities/universidad-de-sevilla
278,46.9,81.5,58.7,70.5,Universidad de Zaragoza,,251-300,https://www.topuniversities.com/universities/universidad-de-zaragoza
279,58.6,64.1,58.7,52.7,Universidad Nacional de Colombia,,251-300,https://www.topuniversities.com/universities/universidad-nacional-de-colombia
280,53.1,72.6,52.4,64.6,UNESP,,251-300,https://www.topuniversities.com/universities/unesp
281,55.6,72.8,49.9,59.9,Universidade Federal do Rio Grande Do Sul ,,251-300,https://www.topuniversities.com/universities/universidade-federal-do-rio-grande-do-sul
282,54.8,72.4,51.9,67.7,University of Florence,,251-300,https://www.topuniversities.com/universities/university-florence
283,47.9,80.4,54.1,72.2,Aix-Marseille University,,251-300,https://www.topuniversities.com/universities/aix-marseille-university
284,61.2,65.8,49.8,61.1,Universiti Malaysia Pahang,,251-300,https://www.topuniversities.com/universities/universiti-malaysia-pahang
285,54.2,58.5,69,49.2,Universiti Tun Hussein Onn  Malaysia (UTHM),,251-300,https://www.topuniversities.com/universities/universiti-tun-hussein-onn-malaysia-uthm
286,60.4,62.2,54,55.8,Universiti Malaysia Perlis,,251-300,https://www.topuniversities.com/universities/universiti-malaysia-perlis
287,47.4,77.3,54.7,68.7,The University of Arizona,,251-300,https://www.topuniversities.com/universities/university-arizona
288,52.7,60.2,70.3,49.2,University of Canterbury,,251-300,https://www.topuniversities.com/universities/university-canterbury
289,50.9,64.7,62.3,55.8,University of Cape Town,,251-300,https://www.topuniversities.com/universities/university-cape-town
290,46.9,79.3,59.2,67.7,Ghent University,,251-300,https://www.topuniversities.com/universities/ghent-university
291,60.8,66.8,51.4,58.6,University of Iowa,,251-300,https://www.topuniversities.com/universities/university-iowa
292,48.8,74.6,59,66.7,Université de Liège,,251-300,https://www.topuniversities.com/universities/universit%C3%A9-de-li%C3%A8ge
293,51.8,65.7,62.1,52.7,"The University of Newcastle, Australia (UON)",,251-300,https://www.topuniversities.com/universities/university-newcastle-australia-uon
294,51.9,74.9,56.9,68.7,University of Notre Dame,,251-300,https://www.topuniversities.com/universities/university-notre-dame
295,48.2,78.3,59.1,70.5,University of Ottawa,,251-300,https://www.topuniversities.com/universities/university-ottawa
296,55,71.6,49.4,75.4,University of Science and Technology Beijing,,251-300,https://www.topuniversities.com/universities/university-science-technology-beijing
297,48.4,75.6,61.5,58.6,University of South Australia,,251-300,https://www.topuniversities.com/universities/university-south-australia
298,45.9,74.2,62.5,68.7,University of Virginia,,251-300,https://www.topuniversities.com/universities/university-virginia
299,51.4,63.1,61.1,59.9,Vrije Universiteit Brussel (VUB),,251-300,https://www.topuniversities.com/universities/vrije-universiteit-brussel-vub
300,46.8,77.1,56.5,67.7,Washington State University,,251-300,https://www.topuniversities.com/universities/washington-state-university
301,49.4,56.9,64.8,49.2,American University of Sharjah,,301-350,https://www.topuniversities.com/universities/american-university-sharjah
302,44.2,71.8,62.2,58.6,"Arts et Métiers, ParisTech",,301-350,https://www.topuniversities.com/universities/arts-et-m%C3%A9tiers-paristech
303,37,73,70.7,58.6,Beijing Normal University ,,301-350,https://www.topuniversities.com/universities/beijing-normal-university
304,50,64.6,62.2,54.3,Bilkent University,,301-350,https://www.topuniversities.com/universities/bilkent-university
305,51.2,56.8,66.4,52.7,Bogaziçi Üniversitesi,,301-350,https://www.topuniversities.com/universities/bogazi%C3%A7i-%C3%BCniversitesi
306,45.2,74,56.3,61.1,Chungnam National University,,301-350,https://www.topuniversities.com/universities/chungnam-national-university
307,44.2,76.1,54.8,66.7,Clemson University,,301-350,https://www.topuniversities.com/universities/clemson-university
308,39.3,77.8,62.7,66.7,Concordia University,,301-350,https://www.topuniversities.com/universities/concordia-university
309,53.6,55.7,62.6,45.3,École Centrale de Nantes,,301-350,https://www.topuniversities.com/universities/ecole-centrale-de-nantes
310,49.1,59.6,60.1,54.3,Erasmus University Rotterdam,,301-350,https://www.topuniversities.com/universities/erasmus-university-rotterdam
311,50.9,61.2,62.3,57.2,George Washington University,,301-350,https://www.topuniversities.com/universities/george-washington-university
312,52.1,65.5,53.3,58.6,Hacettepe University,,301-350,https://www.topuniversities.com/universities/hacettepe-university
313,43.7,67.8,65.5,57.2,Heriot-Watt University,,301-350,https://www.topuniversities.com/universities/heriot-watt-university
314,52.3,68.1,51.2,62.3,Illinois Institute of Technology,,301-350,https://www.topuniversities.com/universities/illinois-institute-technology
315,40.7,73,61.3,66.7,Konkuk University,,301-350,https://www.topuniversities.com/universities/konkuk-university
316,44.4,73.9,57.2,67.7,Laval University,,301-350,https://www.topuniversities.com/universities/laval-university
317,52.4,71.3,52.7,62.3,Lehigh University,,301-350,https://www.topuniversities.com/universities/lehigh-university
318,56.3,71.6,47.5,59.9,Lulea University,,301-350,https://www.topuniversities.com/universities/lulea-university
319,52.8,68.6,55.8,58.6,Michigan Technological University,,301-350,https://www.topuniversities.com/universities/michigan-technological-university
320,33.5,82.4,63.5,70.5,Nankai University,,301-350,https://www.topuniversities.com/universities/nankai-university
321,43.6,78.9,54.3,71.4,National Institute of Technology Tiruchirappalli,,301-350,https://www.topuniversities.com/universities/national-institute-technology-tiruchirappalli
322,52.2,55.4,63.1,49.2,National Taiwan Normal University,,301-350,https://www.topuniversities.com/universities/national-taiwan-normal-university
323,40,75.5,60.4,63.5,Newcastle University,,301-350,https://www.topuniversities.com/universities/newcastle-university
324,61.2,58.9,52.1,51,Pontifícia Universidade Católica do Rio de Janeiro,,301-350,https://www.topuniversities.com/universities/pontif%C3%ADcia-universidade-cat%C3%B3lica-do-rio-de-janeiro
325,53.5,57.5,59.7,49.2,Sabanci University,,301-350,https://www.topuniversities.com/universities/sabanci-university
326,31.9,76.6,65.7,74.6,Shandong University,,301-350,https://www.topuniversities.com/universities/shandong-university
327,44.7,71.8,60.1,65.7,Shanghai University,,301-350,https://www.topuniversities.com/universities/shanghai-university
328,46.7,79.6,42.7,78.3,Sharif University of Technology,,301-350,https://www.topuniversities.com/universities/sharif-university-technology
329,46.5,63.3,64.3,57.2,Tokyo Metropolitan University,,301-350,https://www.topuniversities.com/universities/tokyo-metropolitan-university
330,51.2,71.6,58.9,52.7,Tokyo University of Science,,301-350,https://www.topuniversities.com/universities/tokyo-university-science
331,41.3,69.3,65.4,55.8,Universidad Autónoma de Madrid,,301-350,https://www.topuniversities.com/universities/universidad-aut%C3%B3noma-de-madrid
332,54.8,71.7,51.9,57.2,Universidade Federal de Minas Gerais      ,,301-350,https://www.topuniversities.com/universities/universidade-federal-de-minas-gerais
333,57.8,66.6,48.2,55.8,Universidade Federal de São Carlos (UFSCAR),,301-350,https://www.topuniversities.com/universities/universidade-federal-de-s%C3%A3o-carlos-ufscar
334,53.7,72,49.7,65.7,University of Genoa,,301-350,https://www.topuniversities.com/universities/university-genoa
335,46.3,75.6,53,66.7,University of Trento,,301-350,https://www.topuniversities.com/universities/university-trento
336,49.1,71.6,53.8,57.2,Universitat Autònoma de Barcelona,,301-350,https://www.topuniversities.com/universities/universitat-aut%C3%B2noma-de-barcelona
337,44,66.2,61.3,62.3,Université de Technologie de Compiègne (UTC),,301-350,https://www.topuniversities.com/universities/universit%C3%A9-de-technologie-de-compi%C3%A8gne-utc
338,49.2,64.2,61.8,58.6,Universite libre de Bruxelles,,301-350,https://www.topuniversities.com/universities/universite-libre-de-bruxelles
339,52.9,57,65.1,49.2,University of Aberdeen,,301-350,https://www.topuniversities.com/universities/university-aberdeen
340,44,78.7,52.9,63.5,University of Aveiro,,301-350,https://www.topuniversities.com/universities/university-aveiro
341,42.9,85.8,50.4,69.6,"University of California, Riverside",,301-350,https://www.topuniversities.com/universities/university-california-riverside
342,48.6,74.1,54.8,62.3,University of Coimbra,,301-350,https://www.topuniversities.com/universities/university-coimbra
343,43.2,80.1,52.6,69.6,University of Delaware,,301-350,https://www.topuniversities.com/universities/university-delaware
344,43.5,68.6,66.3,61.1,University of Limerick,,301-350,https://www.topuniversities.com/universities/university-limerick
345,44.4,80.9,53.6,70.5,University of Massachusetts Amherst,,301-350,https://www.topuniversities.com/universities/university-massachusetts-amherst
346,46.8,64.9,64.1,59.9,University of Pretoria,,301-350,https://www.topuniversities.com/universities/university-pretoria
347,49.6,69.3,55.9,54.3,University of Southern Queensland ,,301-350,https://www.topuniversities.com/universities/university-southern-queensland
348,45,72.6,52.4,68.7,University of Surrey,,301-350,https://www.topuniversities.com/universities/university-surrey
349,47.1,80,46.2,76.2,University of Tehran,,301-350,https://www.topuniversities.com/universities/university-tehran
350,43.9,73.7,55.6,77.6,Wuhan University of Technology,,301-350,https://www.topuniversities.com/universities/wuhan-university-technology
351,40.7,80.4,41.2,77.6,Amirkabir University of Technology,,351-400,https://www.topuniversities.com/universities/amirkabir-university-technology
352,49.2,50.5,62.4,45.3,"Asian Institute of Technology, Thailand",,351-400,https://www.topuniversities.com/universities/asian-institute-technology-thailand
353,50.1,59.5,55.8,54.3,Chiang Mai University,,351-400,https://www.topuniversities.com/universities/chiang-mai-university
354,52.8,56.3,57.8,49.2,"City, University of London",,351-400,https://www.topuniversities.com/universities/city-university-london
355,49.1,45.6,63.7,43.1,Doshisha University,,351-400,https://www.topuniversities.com/universities/doshisha-university
356,42.8,76.8,48.5,64.6,Drexel University,,351-400,https://www.topuniversities.com/universities/drexel-university
357,42.6,61.2,67.7,51,Dublin City University,,351-400,https://www.topuniversities.com/universities/dublin-city-university
358,44.4,55.8,66.1,47.3,Dublin Institute of Technology,,351-400,https://www.topuniversities.com/universities/dublin-institute-technology
359,43.9,82.6,48.2,68.7,East China University of Science and Technology,,351-400,https://www.topuniversities.com/universities/east-china-university-science-technology
360,48.8,71.5,44.7,63.5,Florida State University,,351-400,https://www.topuniversities.com/universities/florida-state-university
361,44.9,76.6,44.7,65.7,Jadavpur University,,351-400,https://www.topuniversities.com/universities/jadavpur-university
362,48.7,55.6,64.8,47.3,Jordan University of Science & Technology,,351-400,https://www.topuniversities.com/universities/jordan-university-science-technology
363,45.5,71.4,43.8,73.1,Nanjing University of Science and Technology,,351-400,https://www.topuniversities.com/universities/nanjing-university-science-technology
364,52.9,61.3,49,52.7,National Chung Cheng University,,351-400,https://www.topuniversities.com/universities/national-chung-cheng-university
365,50.5,59.1,62.3,40.8,The National University of Science and Technology MISIS,,351-400,https://www.topuniversities.com/universities/national-university-science-technology-misis
366,48.4,63,53.6,55.8,National University of Sciences And Technology (NUST) Islamabad,,351-400,https://www.topuniversities.com/universities/national-university-sciences-technology-nust-islamabad
367,47.6,68.2,54.3,54.3,Politecnico di Bari,,351-400,https://www.topuniversities.com/universities/politecnico-di-bari
368,40.6,72.2,55.7,59.9,Ruhr-Universität Bochum,,351-400,https://www.topuniversities.com/universities/ruhr-universit%C3%A4t-bochum
369,33.7,78.1,58.1,69.6,Ryerson University,,351-400,https://www.topuniversities.com/universities/ryerson-university
370,35.7,80.6,52.7,80.9,South China University of Technology,,351-400,https://www.topuniversities.com/universities/south-china-university-technology
371,39.1,76.8,50.1,80.3,Southeast University,,351-400,https://www.topuniversities.com/universities/southeast-university
372,47.4,72,46,63.5,Tel Aviv University,,351-400,https://www.topuniversities.com/universities/tel-aviv-university
373,43.5,54.8,66.1,51,Thammasat University,,351-400,https://www.topuniversities.com/universities/thammasat-university
374,50.4,71.1,48.8,57.2,Tufts University,,351-400,https://www.topuniversities.com/universities/tufts-university
375,43.3,60.3,59.3,52.7,United Arab Emirates University,,351-400,https://www.topuniversities.com/universities/united-arab-emirates-university
376,54.2,54.1,57,40.8,Universidad Autónoma de Nuevo León,,351-400,https://www.topuniversities.com/universities/universidad-aut%C3%B3noma-de-nuevo-le%C3%B3n
377,59.3,48.2,56.5,43.1,Universidad de los Andes,,351-400,https://www.topuniversities.com/universities/universidad-de-los-andes
378,50.1,56.1,55.8,49.2,Universidad Técnica Federico Santa María (USM),,351-400,https://www.topuniversities.com/universities/universidad-t%C3%A9cnica-federico-santa-mar%C3%ADa-usm
379,38.4,74.5,60.9,58.6,Universidade Nova de Lisboa,,351-400,https://www.topuniversities.com/universities/universidade-nova-de-lisboa
380,46.8,67.8,51.5,54.3,University of Modena and Reggio Emilia,,351-400,https://www.topuniversities.com/universities/university-modena-reggio-emilia
381,55.2,65.4,47.9,55.8,Universität Bremen,,351-400,https://www.topuniversities.com/universities/universit%C3%A4t-bremen
382,45.6,70.2,55.2,58.6,Albert-Ludwigs-Universitaet Freiburg,,351-400,https://www.topuniversities.com/universities/albert-ludwigs-universitaet-freiburg
383,45.1,79.2,49.1,66.7,Université Grenoble-Alpes,,351-400,https://www.topuniversities.com/universities/universit%C3%A9-grenoble-alpes
384,57.8,51.3,51.5,51,Universiti Tenaga Nasional (UNITEN),,351-400,https://www.topuniversities.com/universities/universiti-tenaga-nasional-uniten
385,36.3,65.1,65.8,57.2,University College Cork,,351-400,https://www.topuniversities.com/universities/university-college-cork
386,41.5,67.2,60.6,54.3,University of Antwerp,,351-400,https://www.topuniversities.com/universities/university-antwerp
387,37.5,76.1,57.8,65.7,University of Belgrade,,351-400,https://www.topuniversities.com/universities/university-belgrade
388,48.1,74.7,45.2,70.5,University of Cincinnati,,351-400,https://www.topuniversities.com/universities/university-cincinnati
389,50.3,56.5,61.4,47.3,University of Delhi,,351-400,https://www.topuniversities.com/universities/university-delhi
390,45.2,77.5,50.3,62.3,University of Ljubljana,,351-400,https://www.topuniversities.com/universities/university-ljubljana
391,48.7,68.4,49.4,54.3,University of Miami,,351-400,https://www.topuniversities.com/universities/university-miami
392,39.2,67.8,59.7,57.2,University of Mumbai,,351-400,https://www.topuniversities.com/universities/university-mumbai
393,48,61.8,51.8,54.3,University of Oklahoma,,351-400,https://www.topuniversities.com/universities/university-oklahoma
394,42.2,68.6,54.1,61.1,University of Saskatchewan,,351-400,https://www.topuniversities.com/universities/university-saskatchewan
395,43,77.6,49.5,67.7,University of South Carolina,,351-400,https://www.topuniversities.com/universities/university-south-carolina
396,43,77.5,47.4,65.7,University of Texas Dallas,,351-400,https://www.topuniversities.com/universities/university-texas-dallas
397,37.6,72.5,54.1,67.7,Washington University in St. Louis,,351-400,https://www.topuniversities.com/universities/washington-university-st-louis
398,45.2,60.7,58.2,55.8,Worcester Polytechnic Institute,,351-400,https://www.topuniversities.com/universities/worcester-polytechnic-institute
399,45.9,69,54.4,58.6,Wroclaw University of Technology,,351-400,https://www.topuniversities.com/universities/wroclaw-university-technology
