,Academic Reputation,Citations Per Paper,Employer Reputation,H-Index Citations,Name,Overall Score,Rank,URL
21,82.3,92.7,79.8,89.3,University of Texas at Austin,84.2,22,https://www.topuniversities.com/universities/university-texas-austin
22,80.3,89.8,88.2,79.2,Yale University,83.9,23,https://www.topuniversities.com/universities/yale-university
23,82.7,84.9,81.6,82.8,Delft University of Technology,82.7,=24,https://www.topuniversities.com/universities/delft-university-technology
24,77.6,97.9,75.4,95.4,Northwestern University,82.7,=24,https://www.topuniversities.com/universities/northwestern-university
25,86.7,85.4,76.7,80.7,The University of Manchester,82.6,26,https://www.topuniversities.com/universities/university-manchester
26,78.7,92.9,81.5,83.7,Cornell University,82.4,27,https://www.topuniversities.com/universities/cornell-university
27,76.8,85.4,86.9,81.3,Monash University,81.8,28,https://www.topuniversities.com/universities/monash-university
28,78.9,87.8,85.2,75.1,The Hong Kong University of Science and Technology,81.6,29,https://www.topuniversities.com/universities/hong-kong-university-science-technology
29,79.7,84.3,80.8,81.8,Purdue University,81,=30,https://www.topuniversities.com/universities/purdue-university
30,78.5,84.5,87.5,71.2,The University of Melbourne,81,=30,https://www.topuniversities.com/universities/university-melbourne
31,73.9,86.7,83.3,87.7,Osaka University,80.7,32,https://www.topuniversities.com/universities/osaka-university
32,79.6,87.6,75.4,82.8,The University of Queensland,80,33,https://www.topuniversities.com/universities/university-queensland
33,72.9,83.4,86.9,81.3,Tohoku University,79.9,=34,https://www.topuniversities.com/universities/tohoku-university
34,72.7,89,82.7,84.6,University of Toronto,79.9,=34,https://www.topuniversities.com/universities/university-toronto
35,84.2,83.6,73,77.5,UCL (University College London),79.7,36,https://www.topuniversities.com/universities/ucl-university-college-london
36,76.8,83.6,83,76.3,The University of New South Wales (UNSW Sydney),79.6,37,https://www.topuniversities.com/universities/university-new-south-wales-unsw-sydney
37,79.7,77.7,82.6,71.9,Universiti Malaya (UM),79.1,=38,https://www.topuniversities.com/universities/universiti-malaya-um
38,78,80.8,83.4,71.9,Universiti Sains Malaysia (USM),79.1,=38,https://www.topuniversities.com/universities/universiti-sains-malaysia-usm
39,71.2,90.1,80.3,85.5,University of Michigan,78.9,40,https://www.topuniversities.com/universities/university-michigan
40,71.9,87.9,83,78.6,Pohang University of Science And Technology (POSTECH),78.6,=41,https://www.topuniversities.com/universities/pohang-university-science-technology-postech
41,74.2,92.1,77,80.2,University of Pennsylvania,78.6,=41,https://www.topuniversities.com/universities/university-pennsylvania
42,68.7,82.8,87.7,79.7,Korea University,78.2,43,https://www.topuniversities.com/universities/korea-university
43,72,96.6,73.2,85.5,Ecole Polytechnique Fédérale de Lausanne (EPFL),78.1,44,https://www.topuniversities.com/universities/ecole-polytechnique-f%C3%A9d%C3%A9rale-de-lausanne-epfl
44,74,83.4,80.2,78.6,National Taiwan University (NTU),78,=45,https://www.topuniversities.com/universities/national-taiwan-university-ntu
45,67.7,82.4,85.2,86.4,Shanghai Jiao Tong University,78,=45,https://www.topuniversities.com/universities/shanghai-jiao-tong-university
46,79.4,83.1,78.3,67.5,McGill University,77.8,47,https://www.topuniversities.com/universities/mcgill-university
47,66.9,83.7,88.6,78.6,Sungkyunkwan University (SKKU),77.7,=48,https://www.topuniversities.com/universities/sungkyunkwan-university-skku
48,73.6,82.7,81.8,75.7,University of British Columbia,77.7,=48,https://www.topuniversities.com/universities/university-british-columbia
49,81.7,96,61.3,81.3,"University of California, Santa Barbara (UCSB)",77.7,=48,https://www.topuniversities.com/universities/university-california-santa-barbara-ucsb
50,73.2,85.7,80.8,74.5,Carnegie Mellon University,,51-100,https://www.topuniversities.com/universities/carnegie-mellon-university
51,67.5,75.9,77.1,65.9,Chulalongkorn University,,51-100,https://www.topuniversities.com/universities/chulalongkorn-university
52,69.3,92.9,79.4,80.7,Columbia University,,51-100,https://www.topuniversities.com/universities/columbia-university
53,71.4,85.9,63.7,85.1,Eindhoven University of Technology,,51-100,https://www.topuniversities.com/universities/eindhoven-university-technology
54,68.2,81,85.6,75.7,Hanyang University,,51-100,https://www.topuniversities.com/universities/hanyang-university
55,68.2,83.8,81.2,80.2,Hokkaido University,,51-100,https://www.topuniversities.com/universities/hokkaido-university
56,65.6,83.3,67.1,73.2,Indian Institute of Science (IISc) Bangalore,,51-100,https://www.topuniversities.com/universities/indian-institute-science-iisc-bangalore
57,73.5,73.4,77,62.4,Indian Institute of Technology Bombay (IITB),,51-100,https://www.topuniversities.com/universities/indian-institute-technology-bombay-iitb
58,71.2,73.2,74.8,56.4,Indian Institute of Technology Delhi (IITD),,51-100,https://www.topuniversities.com/universities/indian-institute-technology-delhi-iitd
59,71.9,85.2,72.4,65.9,Johns Hopkins University,,51-100,https://www.topuniversities.com/universities/johns-hopkins-university
60,66.9,86.5,70,81.8,KU Leuven,,51-100,https://www.topuniversities.com/universities/ku-leuven
61,65.4,90.8,64,79.2,King Abdullah University of Science & Technology,,51-100,https://www.topuniversities.com/universities/king-abdullah-university-science-technology
62,73.2,83.3,73.9,78.1,"KIT, Karlsruhe Institute of Technology",,51-100,https://www.topuniversities.com/universities/kit-karlsruhe-institute-technology
63,70.7,81.4,82.4,74.5,Kyushu University,,51-100,https://www.topuniversities.com/universities/kyushu-university
64,69,83.7,81,75.7,Nagoya University,,51-100,https://www.topuniversities.com/universities/nagoya-university
65,54.2,88.1,73.1,88.1,Nanjing University,,51-100,https://www.topuniversities.com/universities/nanjing-university
66,64.4,89.1,78.1,78.1,National Tsing Hua University,,51-100,https://www.topuniversities.com/universities/national-tsing-hua-university
67,64.6,80.7,72.1,73.2,The Ohio State University,,51-100,https://www.topuniversities.com/universities/ohio-state-university
68,74,86.7,71.1,82.8,Pennsylvania State University,,51-100,https://www.topuniversities.com/universities/pennsylvania-state-university
69,63.9,76.9,75.8,66.7,Politecnico di Milano,,51-100,https://www.topuniversities.com/universities/politecnico-di-milano
70,74.1,85.1,77.2,80.2,RWTH Aachen University,,51-100,https://www.topuniversities.com/universities/rwth-aachen-university
71,69.3,96.3,68.4,83.2,Rice University,,51-100,https://www.topuniversities.com/universities/rice-university
72,79.3,85.5,65.9,80.7,Technical University of Denmark,,51-100,https://www.topuniversities.com/universities/technical-university-denmark
73,71.8,86.5,73.1,81.3,Technische Universität Berlin (TU Berlin),,51-100,https://www.topuniversities.com/universities/technische-universit%C3%A4t-berlin-tu-berlin
74,71.3,77.6,67.4,65.9,TU Dortmund University,,51-100,https://www.topuniversities.com/universities/tu-dortmund-university
75,70,87.8,75.8,81.8,Technical University of Munich,,51-100,https://www.topuniversities.com/universities/technical-university-munich
76,71.9,81.8,76.9,81.3,Texas A&M University,,51-100,https://www.topuniversities.com/universities/texas-am-university
77,72.8,79,63.8,68.3,The University of Sheffield,,51-100,https://www.topuniversities.com/universities/university-sheffield
78,70.2,81,84.4,70.5,The University of Sydney,,51-100,https://www.topuniversities.com/universities/university-sydney
79,75.3,75.8,65.3,80.2,Tianjin University,,51-100,https://www.topuniversities.com/universities/tianjin-university
80,72.9,74.4,72.5,64.2,Universidad Nacional Autónoma de México  (UNAM),,51-100,https://www.topuniversities.com/universities/universidad-nacional-aut%C3%B3noma-de-m%C3%A9xico-unam
81,73.4,72.3,74.8,68.3,Universidade de São Paulo,,51-100,https://www.topuniversities.com/universities/universidade-de-s%C3%A3o-paulo
82,75.2,74.6,70.8,66.7,Universidade Estadual de Campinas (Unicamp),,51-100,https://www.topuniversities.com/universities/universidade-estadual-de-campinas-unicamp
83,63.4,81.6,71.9,71.9,Alma Mater Studiorum - University of Bologna,,51-100,https://www.topuniversities.com/universities/alma-mater-studiorum-university-bologna
84,71.1,73.9,78,65,Universiti Kebangsaan Malaysia (UKM),,51-100,https://www.topuniversities.com/universities/universiti-kebangsaan-malaysia-ukm
85,68.2,76.4,75.9,68.3,Universiti Putra Malaysia (UPM),,51-100,https://www.topuniversities.com/universities/universiti-putra-malaysia-upm
86,75.7,75.1,81.6,69.7,Universiti Teknologi Malaysia ,,51-100,https://www.topuniversities.com/universities/universiti-teknologi-malaysia
87,69.3,79.6,68.6,74.5,University of Alberta,,51-100,https://www.topuniversities.com/universities/university-alberta
88,71,83.3,68.1,73.8,University of Birmingham,,51-100,https://www.topuniversities.com/universities/university-birmingham
89,72.5,85.8,62.7,75.7,"University of California, Davis",,51-100,https://www.topuniversities.com/universities/university-california-davis
90,64.2,91.3,69.7,74.5,"University of California, San Diego (UCSD)",,51-100,https://www.topuniversities.com/universities/university-california-san-diego-ucsd
91,84.9,93,53,87.7,University of Delaware,,51-100,https://www.topuniversities.com/universities/university-delaware
92,67.6,84.4,73,75.7,The University of Edinburgh,,51-100,https://www.topuniversities.com/universities/university-edinburgh
